"Fecha","ECL.Open","ECL.High","ECL.Low","ECL.Close","ECL.Volume","ECL.Adjusted"
2013-12-04,103.339996337891,103.980003356934,102.550003051758,103.410003662109,1217800,92.5253143310547
2013-12-05,103.230003356934,103.680000305176,102.629997253418,103.050003051758,1213400,92.2031936645508
2013-12-06,104.300003051758,105.730003356934,103.919998168945,105.690002441406,1500300,94.5653305053711
2013-12-09,106.330001831055,106.339996337891,105.150001525879,105.76000213623,1247500,94.6279678344727
2013-12-10,105.230003356934,106.050003051758,104.900001525879,105.050003051758,1078500,93.9926910400391
2013-12-11,105.019996643066,105.25,103.230003356934,103.23999786377,1115900,92.3732299804688
2013-12-12,103.220001220703,103.559997558594,102.75,102.839996337891,1143900,92.0153045654297
2013-12-13,102.889999389648,103.300003051758,102.440002441406,102.580001831055,822400,92.0287780761719
2013-12-16,102.839996337891,102.970001220703,101.98999786377,102.099998474121,1235500,91.59814453125
2013-12-17,102.680000305176,102.690002441406,101.379997253418,102.059997558594,1565000,91.562255859375
2013-12-18,102.389999389648,104.110000610352,101.699996948242,104.080001831055,1090100,93.3744583129883
2013-12-19,103.680000305176,104,102.809997558594,102.949996948242,922900,92.3607330322266
2013-12-20,102.650001525879,104.559997558594,102.550003051758,104.23999786377,1598300,93.5180130004883
2013-12-23,105.050003051758,105.050003051758,103.860000610352,104.279998779297,871000,93.5539169311523
2013-12-24,104.129997253418,104.970001220703,103.839996337891,104.930000305176,369700,94.1370391845703
2013-12-26,105.029998779297,105.069999694824,104.349998474121,104.699996948242,687000,93.9307022094727
2013-12-27,105.089996337891,105.300003051758,104.330001831055,104.470001220703,502300,93.7243576049805
2013-12-30,104.370002746582,104.540000915527,103.949996948242,104.110000610352,792600,93.4014129638672
2013-12-31,104.290000915527,104.440002441406,103.870002746582,104.269996643066,898800,93.5449295043945
2014-01-02,103.580001831055,104.419998168945,103.410003662109,103.790000915527,814900,93.1143341064453
2014-01-03,104.099998474121,104.279998779297,103.779998779297,103.919998168945,554500,93.2309417724609
2014-01-06,101.410003662109,102.680000305176,101.220001220703,102.279998779297,1657500,91.7596282958984
2014-01-07,102.480003356934,103.839996337891,102.349998474121,103.330001831055,1001700,92.7016372680664
2014-01-08,103.150001525879,104.51000213623,102.809997558594,104.139999389648,1208200,93.4282989501953
2014-01-09,105,105.080001831055,103.889999389648,105,1092600,94.1998672485352
2014-01-10,105.75,106,104.940002441406,105.389999389648,859100,94.5497512817383
2014-01-13,104.910003662109,105.279998779297,102.900001525879,103.099998474121,979400,92.4952926635742
2014-01-14,103.309997558594,104.370002746582,102.620002746582,104.330001831055,1146600,93.598762512207
2014-01-15,104.269996643066,104.470001220703,103.110000610352,103.620002746582,1080000,92.961784362793
2014-01-16,103.650001525879,104.650001525879,103.620002746582,104.449996948242,793900,93.7064056396484
2014-01-17,104.650001525879,104.690002441406,103.930000305176,104.150001525879,884100,93.4372940063477
2014-01-21,104.550003051758,104.680000305176,102.849998474121,103.900001525879,875300,93.2129974365234
2014-01-22,104.25,104.25,103.400001525879,103.690002441406,814200,93.0245742797852
2014-01-23,102.779998779297,103,101.459999084473,101.940002441406,1180600,91.4545822143555
2014-01-24,101.129997253418,101.400001525879,99.2799987792969,99.3499984741211,1971400,89.1310043334961
2014-01-27,99.3099975585938,99.4400024414062,97.9400024414062,98.7600021362305,1255800,88.6017074584961
2014-01-28,99,100.069999694824,99,99.8499984741211,936700,89.5795745849609
2014-01-29,99.3600006103516,100.839996337891,99.25,100.230003356934,2023300,89.9204711914062
2014-01-30,100.709999084473,101.599998474121,100.099998474121,100.830001831055,1238700,90.4587783813477
2014-01-31,99.4599990844727,101.019996643066,99.2300033569336,100.540000915527,1154000,90.1985931396484
2014-02-03,100.290000915527,101.269996643066,97.870002746582,98.0299987792969,1580100,87.9467926025391
2014-02-04,98.9499969482422,99.0899963378906,97.8899993896484,98.6999969482422,1280100,88.5478668212891
2014-02-05,98.379997253418,99.3600006103516,97.6500015258789,99.1600036621094,943800,88.9605255126953
2014-02-06,99.0899963378906,99.9400024414062,98.5100021362305,99.8899993896484,1117200,89.6154479980469
2014-02-07,100.389999389648,100.660003662109,99.8099975585938,100.129997253418,1368600,89.8307495117188
2014-02-10,99.9499969482422,100.849998474121,99.129997253418,100.620002746582,1040700,90.270378112793
2014-02-11,100.620002746582,101.680000305176,100.300003051758,101.410003662109,942000,90.9790954589844
2014-02-12,101.349998474121,101.76000213623,101.029998779297,101.139999389648,788700,90.7369003295898
2014-02-13,100.680000305176,102.769996643066,100.550003051758,102.300003051758,743700,91.7775726318359
2014-02-14,102.300003051758,103.279998779297,102.129997253418,103.150001525879,582700,92.5401458740234
2014-02-18,103.389999389648,103.690002441406,103.01000213623,103.080001831055,762100,92.4773406982422
2014-02-19,103.029998779297,104.150001525879,101.940002441406,101.970001220703,927100,91.4814987182617
2014-02-20,102.059997558594,102.180000305176,101.01000213623,101.870002746582,1523700,91.3918228149414
2014-02-21,102.300003051758,105,101.349998474121,102.190002441406,1998400,91.6788787841797
2014-02-24,101.889999389648,102.720001220703,101.349998474121,102.389999389648,1339600,91.8583068847656
2014-02-25,102.139999389648,105.040000915527,102.139999389648,104.580001831055,1576100,93.8230743408203
2014-02-26,104.809997558594,106.190002441406,104.580001831055,105.430000305176,1201600,94.5856170654297
2014-02-27,105,106.779998779297,104.870002746582,106.650001525879,953600,95.6801376342773
2014-02-28,106.610000610352,108.199996948242,106.470001220703,107.75,1331400,96.6669998168945
2014-03-03,106.199996948242,108.190002441406,106.199996948242,107.980003356934,1401800,96.8733291625977
2014-03-04,108.98999786377,109.959999084473,108.349998474121,109.660003662109,1617500,98.3805389404297
2014-03-05,110,110,109.059997558594,109.379997253418,1125100,98.1293182373047
2014-03-06,109.440002441406,110.349998474121,109.279998779297,109.860000610352,730000,98.5599746704102
2014-03-07,109.930000305176,110.25,109.550003051758,109.839996337891,1016300,98.7892990112305
2014-03-10,109.480003356934,110.269996643066,109.209999084473,110.180000305176,747100,99.0950927734375
2014-03-11,110.169998168945,111.830001831055,109.76000213623,111.23999786377,1816400,100.048477172852
2014-03-12,110.559997558594,110.970001220703,109.910003662109,110.620002746582,1749700,99.4908294677734
2014-03-13,110.699996948242,111.309997558594,109.209999084473,109.25,1438700,98.2586669921875
2014-03-14,109.209999084473,110.51000213623,108.529998779297,108.629997253418,1273600,97.7010192871094
2014-03-17,109.160003662109,110.889999389648,109.160003662109,110.019996643066,943900,98.9511642456055
2014-03-18,110.080001831055,110.629997253418,110,110.339996337891,673400,99.2390060424805
2014-03-19,110.230003356934,110.650001525879,108.76000213623,109.319999694824,1027000,98.3216018676758
2014-03-20,109.300003051758,110.23999786377,109.110000610352,110.040000915527,769600,98.9692001342773
2014-03-21,110.970001220703,111.580001831055,109.930000305176,110.730003356934,1909700,99.5897521972656
2014-03-24,111.019996643066,111.48999786377,109.540000915527,109.839996337891,786500,98.7892990112305
2014-03-25,110.120002746582,110.51000213623,108.169998168945,108.309997558594,1685200,97.4132537841797
2014-03-26,108.730003356934,108.959999084473,107.029998779297,107.050003051758,1650300,96.2799911499023
2014-03-27,107.029998779297,107.230003356934,105.730003356934,106.199996948242,1054600,95.515510559082
2014-03-28,106.360000610352,106.980003356934,106.080001831055,106.230003356934,1301900,95.5425033569336
2014-03-31,107.209999084473,108.059997558594,106.680000305176,107.98999786377,972300,97.1254425048828
2014-04-01,108.449996948242,108.669998168945,107.73999786377,108.660003662109,778200,97.7280120849609
2014-04-02,108.709999084473,109.230003356934,108.449996948242,108.589996337891,690200,97.6650543212891
2014-04-03,109.019996643066,109.830001831055,108.610000610352,109.050003051758,712800,98.0787887573242
2014-04-04,109.690002441406,109.76000213623,106.940002441406,107.180000305176,1131800,96.3969192504883
2014-04-07,107.110000610352,107.550003051758,105.559997558594,105.730003356934,1023300,95.0927886962891
2014-04-08,105.699996948242,105.699996948242,101.819999694824,105.220001220703,1301400,94.6341094970703
2014-04-09,105.629997253418,107.519996643066,105.339996337891,107.199996948242,1244000,96.414924621582
2014-04-10,107.360000610352,107.660003662109,104.779998779297,105.019996643066,902700,94.454216003418
2014-04-11,104.610000610352,105.25,103.690002441406,103.699996948242,1022400,93.2670059204102
2014-04-14,104.150001525879,104.650001525879,103.51000213623,104.269996643066,892700,93.7796783447266
2014-04-15,104.459999084473,105.449996948242,103.790000915527,105.419998168945,813400,94.8139801025391
2014-04-16,106.360000610352,107.120002746582,106,107.029998779297,768000,96.2620086669922
2014-04-17,106.790000915527,108.129997253418,106.790000915527,107.790000915527,880300,96.9455490112305
2014-04-21,107.050003051758,108.339996337891,106.720001220703,107.879997253418,739500,97.0264663696289
2014-04-22,107.949996948242,108.120002746582,107.209999084473,107.279998779297,732000,96.4868392944336
2014-04-23,106.910003662109,107.440002441406,106.660003662109,106.889999389648,782000,96.1360931396484
2014-04-24,107.099998474121,107.339996337891,105.940002441406,106.089996337891,758100,95.4165802001953
2014-04-25,105.980003356934,106.610000610352,104.940002441406,105.230003356934,1338400,94.6431045532227
2014-04-28,106.5,107,104.019996643066,104.830001831055,1229400,94.2833404541016
2014-04-29,105.040000915527,105.220001220703,104.169998168945,104.300003051758,1110400,93.8066635131836
2014-04-30,104.76000213623,104.919998168945,104.029998779297,104.639999389648,866700,94.1124725341797
2014-05-01,104.620002746582,105.099998474121,104.25,104.610000610352,750000,94.0854568481445
2014-05-02,104.5,105.339996337891,104.300003051758,104.5,907700,93.9865493774414
2014-05-05,104.400001525879,105.519996643066,103.910003662109,105.309997558594,939500,94.7150573730469
2014-05-06,105.029998779297,105.069999694824,104.169998168945,104.309997558594,884000,93.8156585693359
2014-05-07,104.849998474121,105.25,104.290000915527,105.110000610352,813700,94.5351715087891
2014-05-08,104.940002441406,105.699996948242,104,104.5,691600,93.9865493774414
2014-05-09,104.470001220703,105.099998474121,104.029998779297,104.75,705400,94.2113876342773
2014-05-12,105.220001220703,105.730003356934,104.919998168945,105.589996337891,773800,94.9668731689453
2014-05-13,105.75,106.169998168945,105.480003356934,105.699996948242,822700,95.065803527832
2014-05-14,105.639999389648,106.76000213623,105.470001220703,106.199996948242,910700,95.515510559082
2014-05-15,106.360000610352,106.529998779297,105.019996643066,105.809997558594,1255500,95.1647262573242
2014-05-16,105.809997558594,105.980003356934,104.900001525879,105.889999389648,1223700,95.236701965332
2014-05-19,105.440002441406,107.529998779297,105.440002441406,107.199996948242,878600,96.414924621582
2014-05-20,107.150001525879,107.480003356934,106.400001525879,106.669998168945,814500,95.9382247924805
2014-05-21,106.819999694824,108.110000610352,106.76000213623,107.779998779297,670300,96.9365615844727
2014-05-22,107.900001525879,108.019996643066,107.379997253418,107.400001525879,661900,96.5947875976562
2014-05-23,107.699996948242,108.169998168945,107.480003356934,108.050003051758,445200,97.1793823242188
2014-05-27,108.389999389648,109.190002441406,108.069999694824,108.690002441406,778500,97.755012512207
2014-05-28,108.699996948242,108.980003356934,108.01000213623,108.129997253418,777000,97.2513580322266
2014-05-29,108.349998474121,108.800003051758,107.519996643066,108.680000305176,670300,97.7459869384766
2014-05-30,108.73999786377,109.330001831055,108.389999389648,109.190002441406,731900,98.2047119140625
2014-06-02,109.120002746582,109.459999084473,108.410003662109,109.040000915527,489100,98.0697937011719
2014-06-03,108.809997558594,109.650001525879,108.76000213623,109.129997253418,605200,98.1507110595703
2014-06-04,108.720001220703,110.029998779297,108.25,109.980003356934,692300,98.9152069091797
2014-06-05,109.970001220703,110.209999084473,108.660003662109,109.800003051758,649800,98.7533416748047
2014-06-06,110.040000915527,110.699996948242,109.73999786377,110.339996337891,486100,99.2390060424805
2014-06-09,110.25,110.629997253418,109.550003051758,110.050003051758,837800,98.9781723022461
2014-06-10,109.919998168945,110.26000213623,109.519996643066,110.059997558594,862500,98.9871520996094
2014-06-11,109.569999694824,109.889999389648,109.069999694824,109.330001831055,498400,98.3305892944336
2014-06-12,108.889999389648,109.550003051758,108,108.339996337891,625100,97.4402236938477
2014-06-13,107.98999786377,108.279998779297,107.279998779297,108.150001525879,500100,97.5168533325195
2014-06-16,107.819999694824,108.040000915527,107.059997558594,107.75,768600,97.1561660766602
2014-06-17,107.629997253418,108.389999389648,107.190002441406,107.800003051758,775900,97.201301574707
2014-06-18,107.769996643066,108.550003051758,106.910003662109,108.430000305176,972400,97.7693252563477
2014-06-19,108.430000305176,108.699996948242,108.099998474121,108.379997253418,665300,97.7242279052734
2014-06-20,108.720001220703,109,108.430000305176,108.680000305176,1042000,97.9947509765625
2014-06-23,108.910003662109,108.970001220703,107.940002441406,108.319999694824,8e+05,97.6701431274414
2014-06-24,108.339996337891,108.779998779297,107.120002746582,107.180000305176,956900,96.6422271728516
2014-06-25,107.290000915527,108.089996337891,107.029998779297,107.449996948242,861700,96.8856887817383
2014-06-26,107.5,107.5,106.309997558594,107.26000213623,1175800,96.7143859863281
2014-06-27,106.849998474121,108.75,106.849998474121,108.629997253418,1403600,97.9496459960938
2014-06-30,108.98999786377,111.569999694824,108.680000305176,111.339996337891,2148600,100.393218994141
2014-07-01,111.720001220703,112.269996643066,110.879997253418,111.529998779297,1198800,100.564544677734
2014-07-02,111.180000305176,111.849998474121,110.360000610352,110.629997253418,683200,99.7530364990234
2014-07-03,111.089996337891,111.110000610352,110.410003662109,110.610000610352,589300,99.734992980957
2014-07-07,110.199996948242,110.5,109.419998168945,110.279998779297,791200,99.4374389648438
2014-07-08,110.169998168945,110.519996643066,109.930000305176,110.400001525879,815200,99.5456314086914
2014-07-09,110.75,110.930000305176,109.620002746582,110.269996643066,638000,99.4284210205078
2014-07-10,109.569999694824,110.230003356934,109.209999084473,110.01000213623,642000,99.1939926147461
2014-07-11,109.809997558594,109.970001220703,108.949996948242,109.589996337891,499400,98.8152694702148
2014-07-14,109.980003356934,110.370002746582,109.779998779297,109.879997253418,660400,99.0767669677734
2014-07-15,110,110.519996643066,109.620002746582,110.230003356934,1046300,99.3923645019531
2014-07-16,110.680000305176,110.919998168945,110.269996643066,110.580001831055,899100,99.7079315185547
2014-07-17,109.970001220703,110.629997253418,109.639999389648,109.980003356934,852700,99.1669387817383
2014-07-18,110.199996948242,110.660003662109,109.620002746582,110.430000305176,797300,99.5727005004883
2014-07-21,109.660003662109,109.889999389648,109.040000915527,109.389999389648,694600,98.6349258422852
2014-07-22,109.790000915527,110.430000305176,109.559997558594,109.980003356934,821800,99.1669387817383
2014-07-23,110.050003051758,110.309997558594,109.529998779297,110,784800,99.1849746704102
2014-07-24,110,110.610000610352,109.819999694824,110.389999389648,628200,99.53662109375
2014-07-25,110.209999084473,110.76000213623,110.059997558594,110.580001831055,683400,99.7079315185547
2014-07-28,110.290000915527,111.25,110.069999694824,111.019996643066,989000,100.10466003418
2014-07-29,111,111.089996337891,109.699996948242,109.830001831055,1025200,99.0316619873047
2014-07-30,110.040000915527,110.660003662109,109.150001525879,109.349998474121,1128400,98.5988922119141
2014-07-31,109.669998168945,110.069999694824,108.51000213623,108.529998779297,1249200,97.8594741821289
2014-08-01,107.669998168945,108.639999389648,107.309997558594,108.26000213623,823100,97.6160354614258
2014-08-04,108.430000305176,109.650001525879,107.720001220703,109.319999694824,653800,98.5718078613281
2014-08-05,109.180000305176,109.440002441406,107.879997253418,108.190002441406,621200,97.5529022216797
2014-08-06,108.069999694824,109.160003662109,107.550003051758,108.860000610352,820800,98.1570358276367
2014-08-07,109.199996948242,109.5,107.76000213623,108.050003051758,587200,97.4266815185547
2014-08-08,108.419998168945,109.160003662109,107.919998168945,109.110000610352,614900,98.3824768066406
2014-08-11,109.180000305176,109.849998474121,109.120002746582,109.379997253418,558800,98.6259155273438
2014-08-12,109.51000213623,110.169998168945,109.209999084473,110.019996643066,571100,99.2029876708984
2014-08-13,110.349998474121,111.309997558594,110.25,111.269996643066,665000,100.330093383789
2014-08-14,111.519996643066,112,111.470001220703,111.970001220703,710000,100.961303710938
2014-08-15,112,112.699996948242,111.029998779297,112.370002746582,1119600,101.321975708008
2014-08-18,112.800003051758,113.959999084473,112.669998168945,113.400001525879,810200,102.250686645508
2014-08-19,113.639999389648,114.050003051758,113.430000305176,113.819999694824,621900,102.629371643066
2014-08-20,113.559997558594,114.110000610352,113.480003356934,113.690002441406,674900,102.512176513672
2014-08-21,113.900001525879,114.190002441406,113.230003356934,113.769996643066,706200,102.584289550781
2014-08-22,113.51000213623,113.860000610352,113.220001220703,113.660003662109,541000,102.485153198242
2014-08-25,114,115.160003662109,113.819999694824,114.580001831055,669700,103.314659118652
2014-08-26,114.930000305176,115.459999084473,114.470001220703,114.870002746582,671700,103.576156616211
2014-08-27,114.849998474121,115.089996337891,113.779998779297,114.080001831055,641700,102.863822937012
2014-08-28,113.76000213623,114.709999084473,113.559997558594,114.389999389648,693000,103.143348693848
2014-08-29,114.48999786377,114.860000610352,114.26000213623,114.819999694824,593800,103.531059265137
2014-09-02,114.940002441406,115.029998779297,114.23999786377,114.650001525879,698800,103.377777099609
2014-09-03,114.98999786377,115.099998474121,114.629997253418,114.839996337891,591300,103.549095153809
2014-09-04,114.75,115.379997253418,114.610000610352,114.889999389648,591200,103.594200134277
2014-09-05,114.75,115.51000213623,114.720001220703,115.51000213623,531800,104.153221130371
2014-09-08,115.279998779297,116.099998474121,114.959999084473,115.639999389648,741600,104.270454406738
2014-09-09,115.319999694824,115.529998779297,114.51000213623,114.660003662109,478700,103.38680267334
2014-09-10,114.819999694824,114.819999694824,113.870002746582,114.75,507600,103.467956542969
2014-09-11,114.550003051758,114.910003662109,114.190002441406,114.699996948242,452700,103.422866821289
2014-09-12,114.589996337891,116.309997558594,114.339996337891,115.470001220703,1208700,104.367378234863
2014-09-15,115.300003051758,115.610000610352,114.650001525879,115.089996337891,726600,104.023918151855
2014-09-16,115.099998474121,116.48999786377,114.660003662109,116.120002746582,774400,104.954895019531
2014-09-17,116.529998779297,117.180000305176,115.940002441406,116.690002441406,633300,105.470077514648
2014-09-18,116.790000915527,117.569999694824,116.569999694824,117.529998779297,695000,106.229339599609
2014-09-19,118.150001525879,118.459999084473,117.730003356934,118.069999694824,1201000,106.717407226562
2014-09-22,117.900001525879,118.430000305176,117.110000610352,117.309997558594,979900,106.030464172363
2014-09-23,117.290000915527,117.319999694824,116.73999786377,116.769996643066,726300,105.542381286621
2014-09-24,116.839996337891,117.879997253418,116.769996643066,117.629997253418,1075300,106.319694519043
2014-09-25,117.480003356934,118.110000610352,115.639999389648,115.639999389648,1270300,104.521049499512
2014-09-26,115.540000915527,116.639999389648,115.51000213623,116.559997558594,935700,105.352584838867
2014-09-29,116.059997558594,116.709999084473,115.709999084473,116.319999694824,724000,105.135643005371
2014-09-30,116.25,116.690002441406,114.5,114.830001831055,1118300,103.788909912109
2014-10-01,114.889999389648,114.889999389648,112.319999694824,112.699996948242,1391000,101.863723754883
2014-10-02,112.430000305176,113.459999084473,111.529998779297,113.300003051758,1300500,102.406044006348
2014-10-03,113.660003662109,114.800003051758,113.529998779297,114.650001525879,999800,103.62622833252
2014-10-06,115,115.389999389648,113.300003051758,113.419998168945,1033600,102.514503479004
2014-10-07,112.930000305176,113.129997253418,111.800003051758,111.809997558594,1014800,101.059303283691
2014-10-08,111.699996948242,113.569999694824,110.779998779297,113.5,1022200,102.586807250977
2014-10-09,113.360000610352,113.769996643066,110.470001220703,110.660003662109,1405000,100.019882202148
2014-10-10,110.449996948242,110.930000305176,109.279998779297,109.279998779297,1304600,98.772575378418
2014-10-13,109.449996948242,109.819999694824,107.470001220703,107.540000915527,1127600,97.1998672485352
2014-10-14,108.309997558594,108.639999389648,106.410003662109,106.980003356934,1590800,96.6937026977539
2014-10-15,106.080001831055,106.099998474121,103.76000213623,105.339996337891,3094400,95.2113952636719
2014-10-16,103.550003051758,106.349998474121,103.400001525879,105.389999389648,2736400,95.2565765380859
2014-10-17,106.220001220703,109.190002441406,106.220001220703,107.889999389648,1865900,97.5162124633789
2014-10-20,107.980003356934,109.959999084473,107.919998168945,109.949996948242,885100,99.3781585693359
2014-10-21,110.559997558594,112.790000915527,110.279998779297,112.699996948242,1187200,101.863723754883
2014-10-22,112.919998168945,114.150001525879,112.389999389648,112.410003662109,1398600,101.601615905762
2014-10-23,113.720001220703,113.720001220703,112.300003051758,112.559997558594,1080400,101.737174987793
2014-10-24,112.559997558594,112.98999786377,111.660003662109,112.720001220703,833800,101.881805419922
2014-10-27,112.540000915527,112.540000915527,110.26000213623,110.639999389648,1847800,100.001770019531
2014-10-28,111.73999786377,113.569999694824,110.129997253418,110.610000610352,1626700,99.9746780395508
2014-10-29,110.300003051758,110.440002441406,107.059997558594,108.160003662109,4439500,97.7602767944336
2014-10-30,107.699996948242,108.709999084473,106.900001525879,108.349998474121,865400,97.9319839477539
2014-10-31,109.910003662109,111.349998474121,109.050003051758,111.230003356934,1526900,100.535049438477
2014-11-03,111.639999389648,111.639999389648,109.889999389648,110.099998474121,1634500,99.5137176513672
2014-11-04,110.050003051758,110.279998779297,108.709999084473,109.349998474121,1253500,98.8358612060547
2014-11-05,110.160003662109,110.809997558594,109.5,110.459999084473,1325300,99.839111328125
2014-11-06,110.819999694824,111.98999786377,110.269996643066,111.940002441406,875300,101.176795959473
2014-11-07,112.019996643066,112.629997253418,111.949996948242,112.480003356934,737200,101.664909362793
2014-11-10,112.449996948242,112.819999694824,112.169998168945,112.730003356934,505100,101.89086151123
2014-11-11,112.150001525879,113.370002746582,111.949996948242,112.790000915527,536900,101.945091247559
2014-11-12,112.779998779297,113.400001525879,112.440002441406,112.980003356934,652000,102.116790771484
2014-11-13,113.300003051758,113.669998168945,112.440002441406,112.949996948242,1061000,102.089683532715
2014-11-14,112.839996337891,112.879997253418,112.180000305176,112.410003662109,1040400,101.601615905762
2014-11-17,112.339996337891,113.129997253418,112.129997253418,112.190002441406,641400,101.40274810791
2014-11-18,112.440002441406,113.389999389648,112,113.180000305176,893200,102.297584533691
2014-11-19,113.26000213623,113.480003356934,112.73999786377,113.220001220703,913300,102.333755493164
2014-11-20,112.480003356934,113.629997253418,112.449996948242,113.459999084473,590000,102.550628662109
2014-11-21,114.529998779297,115.190002441406,114.139999389648,114.559997558594,1051600,103.544891357422
2014-11-24,114.569999694824,114.809997558594,113.550003051758,114.5,786700,103.490646362305
2014-11-25,114.400001525879,114.720001220703,113.419998168945,113.5,1046200,102.586807250977
2014-11-26,113.309997558594,113.800003051758,112.5,113.75,787200,102.812782287598
2014-11-28,113.349998474121,113.349998474121,108.089996337891,108.949996948242,1678100,98.4742889404297
2014-12-01,106.599998474121,108.01000213623,103.919998168945,104.300003051758,3253800,94.2714309692383
2014-12-02,104,106.459999084473,103.809997558594,106.230003356934,2826600,96.0158462524414
2014-12-03,106.129997253418,109.300003051758,106.069999694824,109.25,2633200,98.7454605102539
2014-12-04,109.199996948242,109.819999694824,108.849998474121,109.529998779297,1603300,98.9985122680664
2014-12-05,109.680000305176,110.410003662109,108.819999694824,109.040000915527,1328300,98.5556564331055
2014-12-08,107.930000305176,108.370002746582,103.650001525879,103.849998474121,2827000,93.8646697998047
2014-12-09,102.809997558594,105.610000610352,102.519996643066,105.449996948242,1687800,95.3108520507812
2014-12-10,105.279998779297,105.279998779297,103.800003051758,104.209999084473,2089400,94.1900482177734
2014-12-11,104.360000610352,105.580001831055,103.720001220703,104.639999389648,1689400,94.5787048339844
2014-12-12,103.51000213623,103.980003356934,102.309997558594,102.330001831055,1637400,92.7834320068359
2014-12-15,103.360000610352,103.879997253418,101.680000305176,102.029998779297,2096300,92.5113983154297
2014-12-16,101.660003662109,103.709999084473,101.26000213623,101.550003051758,1650600,92.0762023925781
2014-12-17,102.360000610352,104.599998474121,102.089996337891,104.430000305176,2495000,94.6875228881836
2014-12-18,105.419998168945,106.169998168945,104.48999786377,105.290000915527,2203800,95.4672698974609
2014-12-19,106.080001831055,107.059997558594,105.440002441406,106.629997253418,1976800,96.6822891235352
2014-12-22,106.76000213623,107.059997558594,106.080001831055,106.830001831055,1344000,96.8636245727539
2014-12-23,107.330001831055,107.930000305176,106.970001220703,107.449996948242,1278500,97.42578125
2014-12-24,107.599998474121,107.720001220703,107.160003662109,107.180000305176,417200,97.1809616088867
2014-12-26,106.900001525879,107.730003356934,106.800003051758,107.110000610352,661000,97.1175003051758
2014-12-29,106.769996643066,107.480003356934,106.610000610352,106.73999786377,990900,96.7820053100586
2014-12-30,106.599998474121,106.830001831055,105.230003356934,105.269996643066,1158200,95.4491577148438
2014-12-31,105.519996643066,105.849998474121,104.5,104.519996643066,1036500,94.7691268920898
2015-01-02,104.690002441406,105.23999786377,103.610000610352,104.309997558594,1191200,94.5786895751953
2015-01-05,103.830001831055,104.190002441406,101.940002441406,101.980003356934,2073800,92.4660873413086
2015-01-06,101.690002441406,101.730003356934,97.7799987792969,98.9300003051758,3396100,89.7006378173828
2015-01-07,99.9400024414062,100.639999389648,99.0800018310547,100.379997253418,2315500,91.0153427124023
2015-01-08,101.459999084473,103.160003662109,101.370002746582,102.620002746582,1935500,93.0463790893555
2015-01-09,102.559997558594,102.800003051758,101.220001220703,101.330001831055,1784900,91.8767242431641
2015-01-12,101.610000610352,101.75,99.5100021362305,100.76000213623,2157200,91.3599014282227
2015-01-13,101.25,102.23999786377,100.819999694824,101.919998168945,2083000,92.4116668701172
2015-01-14,100.269996643066,101.419998168945,99.9499969482422,101.330001831055,1721300,91.8767242431641
2015-01-15,101.730003356934,102.400001525879,100.650001525879,100.680000305176,1460000,91.2873611450195
2015-01-16,100.940002441406,102.389999389648,100.519996643066,102.209999084473,1754300,92.6746139526367
2015-01-20,102.98999786377,103.480003356934,101.370002746582,102.559997558594,1938000,92.9919586181641
2015-01-21,102.400001525879,104.050003051758,101.800003051758,104,1716400,94.2976303100586
